AccessoriesUSD,AlfaUSD,AppLBP,AppUSD,CapitalUSD,CashLBP,CashUSD,ClientDebtsUSD,ComissionLBP,ComissionTotalLBP_Accumulated,ComissionTotalUSD_Accumulated,ComissionUSD,CountDate,CountTime,ExpensesUSD,Notes,OwnerWithdrawal,PNL_ID,PNL_ResultUSD,ReceivablesUSD,SystemLBP,SystemUSD,TouchUSD,USDT,isManual
"$15,520.33",$9.52,"$5,632,694.00","$2,579.70","$10,000.00","$143,561,000.00","$7,883.30","$1,444.23",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-18 00:00:00,1899-12-30 18:10:39,$83.67,Checking,,405,"$2,670.51","$3,458.25","$96,438,685.00","$3,473.24",$1.58,"$1,256.99",True
"$15,573.58",$9.52,"$830,684.00",$965.26,"$10,000.00","$143,131,000.00","$9,074.00","$1,199.56",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-18 00:00:00,1899-12-30 20:27:13,$83.67,Closing,,406,"$2,684.67","$3,458.25","$96,438,685.00","$4,073.59",$1.58,"$1,256.99",True
"$15,573.58",$9.52,"$830,684.00","$3,500.26","$10,000.00","$143,131,000.00","$6,584.00","$1,184.56",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-19 00:00:00,1899-12-30 08:18:44,$83.67,Opening,,407,"$2,714.67","$3,458.25","$96,438,685.00","$4,073.59",$1.58,"$1,256.99",True
"$15,573.58",$3.24,"$3,259,334.00",$94.26,"$10,000.00","$97,331,000.00","$8,870.00","$1,263.73",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-19 00:00:00,1899-12-30 10:39:24,$83.67,Checking,,408,"$2,731.25","$3,468.25","$136,438,685.00","$5,372.59",$1.58,"$1,256.99",True
"$15,600.43",$3.24,"$2,329,984.00",$42.35,"$10,000.00","$71,916,000.00","$9,062.00","$1,462.45",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-19 00:00:00,1899-12-30 15:39:45,$83.67,Checking,,409,"$2,771.32","$3,468.25","$174,046,685.00","$5,631.59",$1.58,$456.99,True
"$15,758.43",$3.24,"$1,564,984.00",$2.35,"$10,000.00","$74,476,000.00","$9,207.00","$1,458.56",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-19 00:00:00,1899-12-30 15:55:38,$83.67,Checking,,410,"$2,769.41","$3,626.25","$171,446,685.00","$5,537.09",$1.58,$456.99,True
"$15,612.24",$3.24,"$1,564,984.00",$2.35,"$10,000.00","$74,476,000.00","$9,207.00","$1,764.45",$0.00,"$13,633,922.00","$1,542.83",$0.00,2025-09-19 00:00:00,1899-12-30 19:47:56,$83.67,,,411,"$2,891.49","$3,626.25","$171,446,685.00","$5,537.09",$1.58,$456.99,True
"$15,609.35",$3.24,"$8,188,984.00",$13.61,"$10,000.00","$53,426,000.00","$14,594.00","$1,764.45",$0.00,"$13,633,922.00","$1,542.83",$44.67,2025-09-19 00:00:00,1899-12-30 22:18:43,$83.67,Closing,,412,$871.62,"$3,626.25","$171,146.00",$422.00,$1.24,$260.99,True
"$15,609.35",$3.24,"$8,188,000.00",$13.61,"$10,000.00","$53,426,000.00","$14,594.00","$1,764.45",$0.00,"$13,633,922.00","$1,587.50",$44.67,2025-09-19 00:00:00,1899-12-30 08:56:00,$83.67,Closing,,413,"$2,793.23","$3,626.25","$171,146,685.00",$422.54,$1.24,$260.99,True
"$15,609.35",$3.24,"$8,188,000.00",$13.61,"$10,000.00","$53,426,000.00","$14,594.00","$1,764.45",$0.00,"$13,633,922.00","$1,587.50",$44.67,2025-09-20 00:00:00,1899-12-30 08:56:00,$83.67,Opening,,414,"$2,793.23","$3,626.25","$171,146,685.00",$422.54,$1.24,$260.99,True
"$15,480.50",$24.24,"$7,689,184.00",$33.11,"$10,000.00","$64,581,000.00","$6,709.00","$1,509.04",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-20 00:00:00,1899-12-30 18:19:12,$83.67,Closing,,415,"$2,944.40",$546.00,"$102,166,685.00","$5,435.45",$1.24,$460.99,True
"$15,098.40",$24.24,"$7,689,184.00",$304.00,"$10,000.00","$64,990,000.00","$7,485.00","$1,509.04",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-22 00:00:00,1899-12-30 08:15:01,$83.67,Opening,,416,"$2,948.54",$546.00,"$102,166,685.00","$4,785.00",$1.24,$460.99,True
"$14,910.69",$13.68,"$763,934.00",$29.91,"$10,000.00","$59,441,000.00","$6,991.00","$1,629.93",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-22 00:00:00,1899-12-30 10:42:38,$83.67,Checking,,417,"$2,964.34",$794.00,"$132,476,685.00","$5,811.67",$1.24,$363.99,True
"$14,879.65",$13.98,"$3,117,684.00",$368.21,"$10,000.00","$71,900,000.00","$8,928.00","$1,736.82",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-22 00:00:00,1899-12-30 15:41:24,$83.67,Checking,,418,"$3,031.17",$546.00,"$124,369,685.00","$3,886.65",$1.24,$465.99,True
"$15,832.69",$85.86,"$9,855,084.00","$4,258.99","$10,000.00","$79,226,000.00","$6,758.00","$2,598.47",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-22 00:00:00,1899-12-30 20:50:04,$83.67,Closing,,419,"$3,139.02",$546.00,"$94,569,685.00","$1,143.65",$1.24,$65.99,True
"$15,832.69",$85.68,"$9,855,084.00","$4,713.49","$10,000.00","$79,226,000.00","$6,308.00","$2,598.47",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-23 00:00:00,1899-12-30 08:09:46,$83.67,Opening,,420,"$3,143.35",$546.00,"$94,569,685.00","$1,143.67",$1.24,$65.99,True
"$15,832.69",$85.68,"$2,376,734.00",$974.24,"$10,000.00","$119,346,000.00","$8,821.00","$2,643.47",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-23 00:00:00,1899-12-30 11:10:10,$83.67,Checking,,421,"$3,164.18",$546.00,"$147,453,685.00","$1,392.65",$1.24,$65.99,True
"$15,774.44",$62.68,"$7,218,384.00",$262.44,"$10,000.00","$35,461,000.00","$9,622.00","$2,492.36",$0.00,"$13,633,922.00","$1,676.84",$0.00,2025-09-23 00:00:00,1899-12-30 19:19:30,$87.56,Checking,,422,"$3,273.21","$1,049.00","$143,707,685.00","$4,093.65",$1.24,$64.99,True
"$15,732.94",$62.68,"$3,484,034.00","$1,340.68","$10,000.00","$34,361,000.00","$8,259.00","$2,522.36","$294,300.00","$13,633,922.00","$1,676.84",$36.29,2025-09-23 00:00:00,1899-12-30 22:50:00,$87.56,Closing,,423,"$3,263.38","$1,049.00","$141,237,685.00","$4,468.65",$1.24,$64.99,True
"$15,732.94",$64.99,"$3,484,034.00","$1,340.68","$10,000.00","$34,361,000.00","$8,259.00","$2,522.36",$0.00,"$13,928,222.00","$1,713.13",$0.00,2025-09-24 00:00:00,1899-12-30 08:04:45,$87.56,Opening,,424,"$3,263.51","$1,049.00","$141,237,685.00","$4,468.63",$1.24,$62.68,True
"$15,715.94",$5.00,"$3,394,534.00","$2,183.68","$10,000.00","$7,956,000.00",$-531.00,"$2,490.40",$0.00,"$13,928,222.00","$1,713.13",$0.00,2025-09-24 00:00:00,1899-12-30 10:57:44,$87.56,Checking,,425,"$3,308.20","$1,049.00","$190,813,685.00","$12,374.65",$1.24,$64.99,True
"$15,629.53",$155.00,"$3,358,934.00",$969.18,"$10,000.00","$25,831,000.00","$4,798.00","$2,814.96",$0.00,"$13,928,222.00","$1,713.13",$0.00,2025-09-24 00:00:00,1899-12-30 20:25:54,$87.56,Checking,,426,"$3,378.45","$1,049.00","$143,048,685.00","$6,362.65",$1.85,$43.99,True
"$15,628.09",$161.00,"$2,593,934.00",$370.18,"$10,000.00","$28,271,000.00","$5,146.00","$2,309.96","$446,800.00","$13,928,222.00","$1,713.13",$41.54,2025-09-24 00:00:00,1899-12-30 22:06:02,$87.56,Closing,,427,"$3,381.05","$1,049.00","$143,048,685.00","$7,102.65",$1.85,$43.99,True
"$15,628.09",$161.00,"$2,593,934.00",$463.18,"$10,000.00","$29,261,000.00","$5,043.00","$2,309.96",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-25 00:00:00,1899-12-30 08:20:06,$87.56,Opening,,428,"$3,382.17","$1,049.00","$143,048,685.00","$7,102.65",$1.85,$43.99,True
"$15,628.09",$179.00,$44.00,$317.18,"$10,000.00","$19,741,000.00","$4,878.00","$2,261.35",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-25 00:00:00,1899-12-30 10:38:40,$87.56,Checking,,429,"$3,399.34",$546.00,"$125,254,685.00","$7,402.65",$1.85,$43.99,True
"$15,580.09",$179.00,"$3,034,834.00",$415.68,"$10,000.00","$23,361,000.00","$4,446.00","$2,444.87",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-25 00:00:00,1899-12-30 13:33:07,$202.56,Checking,,430,"$3,415.30",$697.00,"$156,654,685.00","$7,201.00",$1.85,$93.99,True
"$15,536.00",$179.00,"$5,296,384.00",$760.68,"$10,000.00","$132,541,000.00","$8,970.00","$1,672.50",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-25 00:00:00,1899-12-30 19:38:40,$202.56,Checking,,431,"$3,469.50",$776.50,"$132,354,685.00","$2,347.65",$1.85,$93.99,True
"$15,502.72",$179.00,"$5,296,384.00",$582.38,"$10,000.00","$132,671,000.00","$8,970.00","$1,650.50",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-25 00:00:00,1899-12-30 20:28:57,$202.56,Closing,,432,"$3,478.06",$776.50,"$132,354,685.00","$2,498.13",$1.85,$93.99,True
"$15,502.72",$179.00,"$5,296,384.00",$552.38,"$10,000.00","$132,671,000.00","$8,970.00","$1,680.50",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-26 00:00:00,1899-12-30 08:25:28,$202.56,Opening,,433,"$3,478.06",$776.50,"$132,354,685.00","$2,498.13",$1.85,$93.99,True
"$15,480.11",$218.66,"$5,060,184.00","$2,004.77","$10,000.00","$118,575,000.00","$3,594.00","$1,700.50",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-26 00:00:00,1899-12-30 15:25:14,$222.33,Checking,,434,"$3,621.18",$776.50,"$93,328,685.00","$6,970.88",$1.85,$261.99,True
"$15,489.45",$216.52,"$6,064,084.00",$13.77,"$10,000.00","$103,825,000.00","$12,652.00","$1,920.50",$0.00,"$14,375,022.00","$1,754.67",$0.00,2025-09-26 00:00:00,1899-12-30 19:42:01,$222.33,Checking,,435,"$3,639.29","$1,279.50","$69,128,685.00",$519.18,$1.85,$239.99,True
"$15,489.45",$216.52,"$6,064,084.00",$13.77,"$10,000.00","$104,495,000.00","$12,862.00","$1,856.50","$790,000.00","$14,375,022.00","$1,754.67",$60.34,2025-09-26 00:00:00,1899-12-30 19:50:14,$222.33,Closing,,436,"$3,639.60","$1,279.50","$69,128,685.00",$769.18,$1.85,$239.99,True
"$15,489.45",$216.52,"$6,064,084.00",$13.77,"$10,000.00","$64,495,000.00","$7,362.00","$1,856.50",$0.00,"$15,165,022.00","$1,815.01",$0.00,2025-09-27 00:00:00,1899-12-30 08:49:36,$222.33,Opening,,437,"$3,639.60","$1,279.50","$109,128,685.00","$6,269.18",$1.85,$239.99,True
"$15,477.45",$360.52,"$9,025,584.00",$2.27,"$10,000.00","$62,520,000.00","$7,521.00","$1,866.50",$0.00,"$15,165,022.00","$1,815.01",$0.00,2025-09-27 00:00:00,1899-12-30 11:51:30,$222.33,Checking,,438,"$3,724.82",$625.50,"$79,128,685.00","$4,139.19",$1.85,"$1,871.99",True
"$15,430.64",$360.52,"$6,990,452.00",$97.27,"$10,000.00","$61,800,000.00","$6,439.00","$1,843.89",$0.00,"$15,165,022.00","$1,815.01",$0.00,2025-09-27 00:00:00,1899-12-30 18:05:41,$222.33,Checking,,439,"$3,783.63",$555.50,"$69,128,685.00","$5,557.21",$1.85,"$1,696.99",True
"$15,436.49",$360.52,"$5,690,452.00","$1,464.17","$10,000.00","$62,500,000.00","$5,072.00","$1,837.50","$47,850.00","$15,165,022.00","$1,815.01",$34.54,2025-09-27 00:00:00,1899-12-30 19:20:11,$222.33,Closing,,440,"$3,823.19",$555.50,"$61,278,685.00","$5,557.21",$1.85,"$1,696.99",True
"$15,436.49",$360.52,"$5,690,452.00","$1,543.17","$10,000.00","$61,650,000.00","$4,598.00","$1,717.50",$0.00,"$15,212,872.00","$1,849.55",$0.00,2025-09-29 00:00:00,1899-12-30 07:43:28,$222.33,Opening,,441,"$3,823.64",$555.50,"$61,278,685.00","$6,082.21",$1.85,"$1,696.99",True
"$14,753.38",$257.04,"$5,326,452.00",$320.17,"$10,000.00","$304,088,000.00","$6,933.00","$1,606.06",$0.00,"$15,212,872.00","$1,849.55",$0.00,2025-09-29 00:00:00,1899-12-30 17:21:32,$222.33,Checking,,443,"$3,959.19",$902.50,"$147,246,685.00","$4,179.29",$1.85,$368.99,True
"$15,252.23",$257.04,"$9,749,452.00",$208.54,"$10,000.00","$299,318,000.00","$9,500.00","$1,554.95","$158,200.00","$15,212,872.00","$1,849.55",$59.57,2025-09-29 00:00:00,1899-12-30 20:08:11,$229.67,Closing,,444,"$3,992.62",$677.00,"$123,246,685.00","$1,628.17",$1.85,$27.99,True
"$15,252.23",$257.04,"$9,749,452.00",$208.54,"$10,000.00","$299,391,730.00","$9,500.00","$1,554.95",$0.00,"$15,371,072.00","$1,909.12",$0.00,2025-09-30 00:00:00,1899-12-30 07:49:51,$229.67,Opening,,445,"$3,993.55",$677.00,"$123,246,685.00","$1,628.27",$1.85,$27.99,True
"$15,145.81",$377.96,"$4,299,702.00",$661.33,"$10,000.00","$223,063,000.00","$5,753.00","$1,723.45",$0.00,"$15,371,072.00","$1,909.12",$0.00,2025-09-30 00:00:00,1899-12-30 19:55:17,$229.67,Checking,,446,"$4,295.06","$1,179.00","$190,599,685.00","$5,245.84",$1.85,$173.39,True
"$15,394.21",$377.96,"$4,299,702.00",$35.33,"$10,000.00","$223,764,000.00","$6,077.00","$1,723.45","$151,825.00","$15,371,072.00","$1,909.12",$85.90,2025-09-30 00:00:00,1899-12-30 20:21:31,$254.67,Closing,,447,"$4,282.34","$1,179.00","$190,599,685.00","$5,275.84",$1.85,$173.39,True
"$15,394.21",$377.96,"$4,299,702.00",$4.33,"$10,000.00","$223,963,000.00","$6,826.00","$1,723.45",$0.00,"$15,522,897.00","$1,995.02",$0.00,2025-10-01 00:00:00,1899-12-30 07:57:55,$254.67,Opening,,448,"$4,299.21","$1,179.00","$190,299,685.00","$4,575.84",$1.85,$173.39,True
"$16,596.45",$377.96,"$4,692,752.00","$3,862.23","$10,000.00","$59,638,000.00","$4,878.00","$2,266.28",$0.00,"$15,522,897.00","$1,995.02",$0.00,2025-10-01 00:00:00,1899-12-30 14:54:28,$254.67,Checking,,449,"$4,413.56","$1,185.00","$122,352,685.00","$3,134.84",$1.85,$531.39,True
"$15,180.03",$377.96,"$5,570,422.00",$164.45,"$10,000.00","$17,653,000.00","$9,564.00","$1,874.17","$637,000.00","$15,522,897.00","$1,995.02",$81.62,2025-10-01 00:00:00,1899-12-30 20:57:51,$254.67,Closing,,450,"$4,598.23",$22.50,"$144,852,685.00","$2,996.37",$1.85,$510.39,True
"$15,375.53",$377.96,"$2,570,422.00",$64.45,"$10,000.00","$17,654,000.00","$9,564.00","$1,603.06",$0.00,"$16,159,897.00","$2,076.64",$0.00,2025-10-02 00:00:00,1899-12-30 08:55:39,$254.67,Opening,,452,"$6,001.71",$22.50,"$159,237,952.00","$4,457.53",$1.85,$510.39,True
"$15,375.53",$377.96,"$2,570,422.00",$9.65,"$10,000.00","$16,543,000.00","$7,430.00","$1,852.78",$0.00,"$16,159,897.00","$2,076.64",$0.00,2025-10-02 00:00:00,1899-12-30 09:30:14,$254.67,Checking,,453,"$6,011.97",$22.50,"$192,329,952.00","$6,047.53",$1.85,$510.39,True
"$15,340.43",$432.42,"$5,154,922.00","$2,125.27","$10,000.00","$120,064,000.00","$8,000.00","$1,526.53",$0.00,"$16,159,897.00","$2,076.64",$0.00,2025-10-02 00:00:00,1899-12-30 20:47:33,"$1,454.67",,,454,"$6,247.96",$87.00,"$42,219,952.50","$3,204.41",$2.29,$209.39,True
"$15,340.43",$432.42,"$5,154,922.00","$2,125.27","$10,000.00","$120,064,000.00","$8,000.00","$1,526.53","$323,000.00","$16,159,897.00","$2,076.64",$56.47,2025-10-02 00:00:00,1899-12-30 20:49:07,"$1,454.67",Closing,,455,"$6,247.96",$87.00,"$42,219,952.50","$3,204.41",$2.29,$209.39,True
"$15,340.43",$421.86,"$5,154,922.00","$2,025.27","$10,000.00","$113,831,000.00","$4,573.00","$1,526.53",$0.00,"$16,482,897.00","$2,133.11",$0.00,2025-10-03 00:00:00,1899-12-30 08:34:13,"$1,454.67",Opening,,456,"$6,256.51",$87.00,"$177,219,952.00","$5,304.41",$2.29,$209.39,True
"$15,334.55",$421.86,"$1,804,972.00",$52.40,"$10,000.00","$109,568,000.00","$10,281.00","$2,292.62",$0.00,"$16,482,897.00","$2,133.11",$0.00,2025-10-03 00:00:00,1899-12-30 13:15:15,"$1,454.67",Checking,,457,"$6,301.76",$87.00,"$97,799,952.00","$1,425.81",$2.29,$209.39,True
"$14,412.30",$421.86,"$4,439,522.00",$405.15,"$10,000.00","$81,198,000.00","$9,129.00","$1,935.62",$0.00,"$16,482,897.00","$2,133.11",$0.00,2025-10-03 00:00:00,1899-12-30 16:44:27,"$1,454.67",Checking,,458,"$6,353.67",$87.00,"$77,199,952.00","$3,822.29",$2.29,$209.39,True
"$14,230.30",$427.86,"$7,515,822.00","$2,251.15","$10,000.00","$23,678,000.00","$6,738.00","$2,006.62","$285,000.00","$16,482,897.00","$2,133.11",$72.20,2025-10-03 00:00:00,1899-12-30 20:16:08,"$1,454.67",Closing,,459,"$6,421.57",$87.00,"$105,549,952.00","$4,938.97",$2.29,$209.39,True
"$14,230.30",$432.58,"$4,475,822.00","$2,110.15","$10,000.00","$23,679,000.00","$6,888.00","$2,006.62",$0.00,"$16,767,897.00","$2,205.31",$0.00,2025-10-04 00:00:00,1899-12-30 08:14:51,"$1,454.67",Opening,,460,"$6,401.46",$87.00,"$105,549,952.00","$4,938.97",$2.29,$209.39,True
"$14,689.28",$400.02,"$1,228,022.00","$1,556.19","$10,000.00","$21,408,000.00","$4,993.00","$2,071.39",$0.00,"$16,767,897.00","$2,205.31",$0.00,2025-10-04 00:00:00,1899-12-30 14:57:53,"$1,623.67",Checking,,461,"$6,490.69",$618.50,"$70,549,952.00","$6,713.86",$2.29,"$1,224.77",True
"$14,659.68",$382.38,"$1,818,000.00",$288.69,"$10,000.00","$29,538,000.00","$8,134.00","$1,731.39","$130,000.00","$16,767,897.00","$2,205.31",$16.50,2025-10-04 00:00:00,1899-12-30 19:58:01,"$1,623.67",Closing,,463,"$6,622.73",$618.50,"$47,849,952.00","$5,637.00",$2.29,"$1,173.77",True
"$14,514.00",$386.56,"$5,957,787.00","$1,464.49","$10,000.00","$108,848,000.00","$5,875.00","$1,329.17",$0.00,"$16,897,897.00","$2,221.81",$0.00,2025-10-06 00:00:00,1899-12-30 11:16:38,"$1,670.67",Opening,,465,"$6,603.40",$618.50,"$130,059,952.00","$5,455.00",$2.28,"$1,173.77",True
"$14,671.53",$446.06,"$1,425,037.00","$3,620.45","$10,000.00","$18,189,000.00","$6,171.00","$1,721.73","$457,695.00","$16,897,897.00","$2,221.81",$72.70,2025-10-06 00:00:00,1899-12-30 20:09:28,"$1,988.67",Closing,,466,"$6,864.13",$424.50,"$111,702,952.00","$4,241.50",$2.28,$493.95,True
"$14,671.53",$446.06,"$1,425,037.00","$3,620.45","$10,000.00","$18,188,000.00","$6,171.00","$1,721.73",$0.00,"$17,355,592.00","$2,294.51",$0.00,2025-10-07 00:00:00,1899-12-30 07:53:23,"$1,988.67",Opening,,467,"$6,864.11",$424.50,"$111,702,952.00","$4,241.50",$2.27,$493.95,True
"$14,643.94",$437.64,"$1,427,537.00",$922.62,"$10,000.00","$71,589,000.00","$6,592.00","$1,768.33",$0.00,"$17,355,592.00","$2,294.51",$0.00,2025-10-07 00:00:00,1899-12-30 14:43:05,"$2,000.33",Checking,,468,"$6,930.24",$424.50,"$148,156,952.00","$4,989.60",$2.27,"$1,486.58",True
"$14,061.19",$437.64,"$910,537.00",$234.94,"$10,000.00","$69,550,000.00","$12,730.00","$1,821.94","$659,432.00","$17,355,592.00","$2,294.51",$36.09,2025-10-07 00:00:00,1899-12-30 20:17:40,"$2,011.44",Closing,,469,"$7,065.27",$424.50,"$135,456,952.00",$718.10,$2.27,"$1,486.58",True
"$13,995.92",$434.50,"$9,149,437.00",$71.94,"$10,000.00","$5,850,000.00","$9,876.00","$1,750.72",$0.00,"$18,015,024.00","$2,330.60",$0.00,2025-10-08 00:00:00,1899-12-30 11:37:22,"$2,011.44",Opening,,470,"$6,873.87",$424.50,"$177,424,952.50","$3,991.10",$2.27,"$1,486.58",True
"$13,995.92",$434.50,"$6,737,437.00",$37.23,"$10,000.00","$6,050,000.00","$10,126.00","$1,754.61",$0.00,"$18,015,024.00","$2,330.60",$0.00,2025-10-08 00:00:00,1899-12-30 11:47:38,"$2,020.90",Checking,,471,"$6,890.27",$424.50,"$176,856,952.00","$3,810.10",$2.27,"$1,486.58",True
"$13,838.17",$434.50,"$22,442,437.00",$246.64,"$10,000.00","$60,140,000.00","$7,789.60","$1,932.61",$0.00,"$18,015,024.00","$2,330.60",$0.00,2025-10-08 00:00:00,1899-12-30 13:36:12,"$2,020.90",Checking,,472,"$6,871.24",$424.50,"$173,986,952.00","$5,689.27",$2.27,$985.58,True
"$13,977.03",$417.00,"$11,421,587.00",$107.32,"$10,000.00","$63,850,000.00","$11,558.60","$2,181.77",$0.00,"$18,015,024.00","$2,330.60",$0.00,2025-10-08 00:00:00,1899-12-30 18:49:12,"$2,020.90",Checking,,473,"$6,962.83",$579.50,"$162,418,952.50","$2,189.71",$2.27,$985.58,True
"$13,974.83",$392.50,"$490,587.00",$130.82,"$10,000.00","$74,570,000.00","$13,092.00","$2,169.73","$366,170.00","$18,015,024.00","$2,330.60",$53.67,2025-10-08 00:00:00,1899-12-30 20:26:59,"$2,020.90",Closing,,475,"$6,967.72",$579.50,"$153,518,952.50",$769.71,$2.27,$985.58,True
"$13,974.83",$392.50,"$490,587.00",$130.82,"$10,000.00","$74,324,000.00","$9,986.00","$2,169.73",$0.00,"$384,185,024.00","$2,384.27",$0.00,2025-10-09 00:00:00,1899-12-30 07:53:34,$0.00,Opening,,476,"$1,833.98",$579.50,"$153,158,952.50",$769.69,$2.27,$985.58,True
"$13,970.53",$395.50,"$6,099,587.00",$282.34,"$10,000.00","$84,498,000.00","$5,667.00","$1,808.73",$0.00,"$384,185,024.00","$2,384.27",$0.00,2025-10-09 00:00:00,1899-12-30 10:27:48,$0.00,Checking,,477,"$1,865.51",$579.50,"$132,728,952.50","$5,395.71",$2.27,$985.58,True
"$13,895.33",$358.44,"$182,887.00",$968.96,"$10,000.00","$74,951,000.00","$4,354.00","$1,946.83",$0.00,"$384,185,024.00","$2,384.27",$0.00,2025-10-09 00:00:00,1899-12-30 13:45:51,$21.11,Checking,,478,"$1,916.16",$579.50,"$101,616,952.50","$6,593.21",$2.27,$985.58,True
"$14,414.63",$358.44,"$134,887.00",$450.76,"$10,000.00","$75,071,000.00","$8,995.20","$1,961.00",$0.00,"$384,185,024.00","$2,384.27",$0.00,2025-10-09 00:00:00,1899-12-30 17:11:20,$91.11,Checking,,479,"$1,936.35",$443.00,"$90,616,952.50","$1,779.32",$2.27,$985.58,True
"$14,388.88",$352.16,"$870,287.00",$142.18,"$10,000.00","$64,923,000.00","$6,969.00","$1,858.73","$385,800.00","$18,381,194.00","$2,384.27",$61.62,2025-10-09 00:00:00,1899-12-30 19:46:35,$91.11,Closing,,480,"$1,939.15",$443.00,"$70,616,952.50","$4,618.32",$2.27,"$1,399.15",True
"$14,388.88",$352.16,"$870,287.00",$187.18,"$10,000.00","$60,203,000.00","$8,625.00","$1,496.79",$0.00,"$18,766,994.00","$2,445.89",$0.00,2025-10-10 00:00:00,1899-12-30 08:28:27,$91.11,Opening,,481,"$1,939.16",$443.00,"$70,616,952.00","$3,618.32",$2.27,"$1,399.15",True
"$14,762.13",$339.66,"$5,566,437.00",$140.60,"$10,000.00","$213,173,000.00","$6,397.00","$1,385.39","$397,154.00","$18,766,994.00","$2,445.89",$51.92,2025-10-10 00:00:00,1899-12-30 21:13:29,$96.11,Closing,,483,"$2,041.49",$501.00,"$75,862,952.50","$3,658.57",$2.27,"$1,276.15",True
"$14,762.13",$339.66,"$5,566,437.00",$140.60,"$10,000.00","$213,173,000.00","$4,564.00","$1,385.39",$0.00,"$18,766,994.00","$2,445.89",$0.00,2025-10-11 00:00:00,1899-12-30 08:13:29,$96.11,Opening,,484,$208.49,$501.00,"$75,862,952.50","$3,658.57",$2.27,"$1,276.15",True
"$14,571.23",$286.06,"$3,588,387.00",$0.88,"$10,000.00","$198,135,000.00","$5,013.00","$1,608.59","$503,650.00","$19,164,148.00","$2,497.81",$42.11,2025-10-11 00:00:00,1899-12-30 23:21:19,$111.11,Closing,,487,$273.05,$501.00,"$782,952.50","$4,897.57",$74.11,$932.15,True
"$14,571.23",$286.06,"$8,497,887.00",$100.88,"$10,000.00","$194,813,000.00","$4,813.00","$1,608.59",$0.00,"$19,667,798.00","$2,539.92",$0.00,2025-10-13 00:00:00,1899-12-30 08:27:08,$111.11,Opening,,488,$273.05,$501.00,"$9,474,952.00","$4,897.57",$74.11,$932.15,True
"$14,542.13",$225.10,"$7,719,937.00",$43.05,"$10,000.00","$59,300,000.00","$6,673.00","$2,544.90","$536,400.00","$19,667,798.00","$2,539.92",$56.74,2025-10-13 00:00:00,1899-12-30 23:13:08,$111.11,Closing,,490,$514.51,"$1,224.00","$93,602,952.50","$5,181.25",$40.35,$44.15,True
"$14,542.13",$225.10,"$7,719,937.00",$43.05,"$10,000.00","$59,289,000.00","$6,790.00","$2,544.90",$0.00,"$20,204,198.00","$2,596.66",$0.00,2025-10-14 00:00:00,1899-12-30 08:18:50,$111.11,Opening,,491,$526.39,"$1,224.00","$93,602,952.50","$5,076.25",$40.35,$44.15,True
"$14,553.61",$222.96,"$1,448,937.00","$1,244.34","$10,000.00","$56,250,000.00","$8,661.00","$2,350.93",$0.00,"$20,204,198.00","$2,596.66",$0.00,2025-10-14 00:00:00,1899-12-30 17:57:30,$111.11,Checking,,493,$860.66,$501.00,"$106,624,952.50",$858.74,$35.03,"$1,044.15",True
"$14,553.61",$222.96,"$9,173,937.00","$1,099.84","$10,000.00","$50,460,000.00","$4,579.00","$2,353.53","$981,500.00","$20,204,198.00","$2,596.66",$44.13,2025-10-14 00:00:00,1899-12-30 19:55:36,$111.11,Closing,,494,$933.93,$501.00,"$94,784,952.50","$5,412.74",$29.71,"$1,044.15",True
"$14,553.61",$222.96,"$9,173,937.00","$1,078.84","$10,000.00","$50,460,000.00","$4,634.00","$2,353.53",$0.00,"$21,185,698.00","$2,640.79",$0.00,2025-10-15 00:00:00,1899-12-30 08:18:12,$111.11,Opening,,495,$933.93,$501.00,"$94,784,952.50","$5,412.74",$29.71,"$1,044.15",True
"$14,545.31",$202.18,"$676,637.00","$1,906.84","$10,000.00","$152,130,000.00","$1,534.00","$3,418.06",$0.00,"$21,185,698.00","$2,640.79",$0.00,2025-10-15 00:00:00,1899-12-30 15:11:43,$123.00,Checking,,496,"$1,087.16",$501.00,"$171,454,952.50","$4,867.24",$5.95,"$1,044.15",True
