Detail_ID,Discount,Discount_Amount,ExistedQuantity,P_ID,Product_Category,Product_Description,PurchaseCurrency,Purchase_ID,Qty,SerialNumber,Total,Total_Cost,Unit_Cost
673,0.,$0.00,0,1772,Accessories,Silicone Case Magnetic iPhone 17 Pro Max,USD,112,3,,$9.00,$9.00,$3.00
674,0.,$0.00,0,1773,Accessories,Silicone Case Magnetic iPhone 17,USD,112,4,,$12.00,$12.00,$3.00
675,0.,$0.00,0,1768,Accessories,Case iPhone 17 Pro Max,USD,112,3,,$6.75,$6.75,$2.25
676,0.,$0.00,0,1769,Accessories,Case iPhone 17 Pro,USD,112,3,,$6.75,$6.75,$2.25
677,0.,$0.00,0,1774,Accessories,Silicone Case iPhone 16 Protective Case,USD,112,6,,$27.00,$27.00,$4.50
678,0.,$0.00,0,1775,Accessories,Silicone Case iPhone 16 Pro Protective Case,USD,112,5,,$22.50,$22.50,$4.50
679,0.,$0.00,0,1776,Accessories,Silicone Case iPhone 16 Pro Max Protective Case,USD,112,5,,$22.50,$22.50,$4.50
680,0.,$0.00,0,1770,Accessories,Silicone Case Samsung S25,USD,112,10,,$9.00,$9.00,$0.90
681,0.,$0.00,0,1771,Accessories,Silicone Case Samsung S25 Ultra,USD,112,10,,$9.00,$9.00,$0.90
682,0.,$0.00,1,120,Accessories,Apple Original USB-C to Lightning Cable 1m,USD,112,5,,$45.00,$45.00,$9.00
683,0.,$0.00,0,1763,Accessories,Silicone Case iPhone 15 Pro Max,USD,112,7,,$6.30,$6.30,$0.90
684,0.,$0.00,0,1764,Accessories,Silicone Case iPhone 16 Pro Max,USD,112,7,,$6.30,$6.30,$0.90
685,0.,$0.00,0,1765,Accessories,Silicone Case iPhone 16,USD,112,6,,$5.40,$5.40,$0.90
686,0.,$0.00,0,1762,Accessories,Silicon Case iPhone 17 Pro Max,USD,112,7,,$10.50,$10.50,$1.50
687,0.,$0.00,0,1734,Accessories,Cable C TO C Black and white KN20,USD,112,10,,$10.00,$10.00,$1.00
688,0.,$0.00,0,1735,Accessories,Green Lion Earbuds 4 Anc white,USD,112,1,,$12.00,$12.00,$12.00
689,0.,$0.00,0,1736,Accessories,Green Lion portable jump starter,USD,112,1,,$59.00,$59.00,$59.00
690,0.,$0.00,0,1737,Accessories, Green lion Kids scooter,USD,112,1,,$130.00,$130.00,$130.00
691,0.,$0.00,0,1738,Accessories,Porodo electric scooter pink,USD,112,1,,$130.00,$130.00,$130.00
692,0.,$0.00,0,1739,Accessories,Unipha stereo earphones D21,USD,112,5,,$3.25,$3.25,$0.65
693,0.,$0.00,0,1740,Accessories,Green Lion GL-stereo pro,USD,112,5,,$12.50,$12.50,$2.50
694,0.,$0.00,0,1809,Accessories,OG Full Glue Clear Protection Samsung S25 Ultra,USD,112,10,,$7.00,$7.00,$0.70
695,0.,$0.00,0,1810,Accessories,OG Full Glue Clear Protection Samsung S25 Plus,USD,112,10,,$7.00,$7.00,$0.70
696,0.,$0.00,0,1811,Accessories,OG Full Glue Clear Protection Samsung S25,USD,112,10,,$7.00,$7.00,$0.70
697,0.,$0.00,0,1654,Accessories,Porodo Scooter 250w,USD,112,1,,$220.00,$220.00,$220.00
698,0.,$0.00,0,1828,Accessories,Caisles Privacy Protection iPhone 13 Pro Max,USD,112,2,,$2.00,$2.00,$1.00
699,0.,$0.00,0,1829,Accessories,Caisles Privacy Protection iPhone 13 / 13 Pro / 14,USD,112,2,,$2.00,$2.00,$1.00
700,0.,$0.00,0,1830,Accessories,Caisles Privacy Protection iPhone 14 Pro,USD,112,2,,$2.00,$2.00,$1.00
701,0.,$0.00,0,1831,Accessories,Caisles Privacy Protection iPhone 14 Pro Max,USD,112,2,,$2.00,$2.00,$1.00
702,0.,$0.00,0,1832,Accessories,Caisles Privacy Protection iPhone 15 / 16,USD,112,2,,$2.00,$2.00,$1.00
703,0.,$0.00,0,1833,Accessories,Caisles Privacy Protection iPhone 16 Pro,USD,112,2,,$2.00,$2.00,$1.00
704,0.,$0.00,0,1834,Accessories,Caisles Privacy Protection iPhone 16 Pro max,USD,112,2,,$2.00,$2.00,$1.00
705,0.,$0.00,0,1835,Accessories,Caisles Privacy Protection iPhone 17,USD,112,2,,$2.00,$2.00,$1.00
706,0.,$0.00,0,1836,Accessories,Caisles Privacy Protection iPhone 17 Pro,USD,112,2,,$2.00,$2.00,$1.00
707,0.,$0.00,0,1837,Accessories,Caisles Privacy Protection iPhone 17 Pro Max,USD,112,2,,$2.00,$2.00,$1.00
708,0.,$0.00,0,1804,Accessories,OG Full Glue Clear Protection Samsung A16 / A26 / M16 / F16,USD,112,20,,$7.00,$7.00,$0.35
709,0.,$0.00,0,1805,Accessories,OG Full Glue Clear Protection Samsung A05 / A06 / M05 / M06 / F05 / F06,USD,112,20,,$7.00,$7.00,$0.35
710,0.,$0.00,0,1806,Accessories,OG Full Glue Clear Protection Samsung A24 / A25 / M34 / F34,USD,112,10,,$3.50,$3.50,$0.35
711,0.,$0.00,0,1807,Accessories,OG Full Glue Clear Protection Samsung A23,USD,112,10,,$3.50,$3.50,$0.35
712,0.,$0.00,0,1808,Accessories,OG Full Glue Clear Protection Samsung A35 / A55 / M35,USD,112,10,,$3.50,$3.50,$0.35
713,0.,$0.00,2,917,Accessories,Terea Turquoise,USD,113,40,,$98.00,$98.00,$2.45
714,0.,$0.00,3,922,Accessories,Terea Purple,USD,113,20,,$50.00,$50.00,$2.50
715,0.,$0.00,13,921,Accessories,Terea Oasis Pearl,USD,113,20,,$49.00,$49.00,$2.45
716,0.,$0.00,0,924,Accessories,Terea Sienna,USD,113,20,,$49.00,$49.00,$2.45
717,0.,$0.00,0,1239,Accessories,Apple Watch S10 46mm,USD,114,1,,$330.00,$330.00,$330.00
718,0.,$0.00,0,1842,Accessories,Samsung S25 Ultra 256/12,USD,114,1,,"$1,005.00","$1,005.00","$1,005.00"
719,0.,$0.00,0,1843,Accessories,Iphone 17 Air 256,USD,114,1,,"$1,050.00","$1,050.00","$1,050.00"
720,0.,$0.00,0,1844,Accessories,Iphone 17 256,USD,114,1,,$970.00,$970.00,$970.00
721,0.,$0.00,0,768,Accessories,Samsung Galaxy A56 SM-A566B/DS 8gb | 256gb,USD,114,1,,$381.00,$381.00,$381.00
722,0.,$0.00,0,767,Accessories,Samsung Galaxy A36 SM-A366B/DS 8gb | 256gba56,USD,114,1,,$283.00,$283.00,$283.00
723,0.,$0.00,0,1845,Accessories,Iphone 17 pro max 256 esim/sim,USD,114,1,,"$1,590.00","$1,590.00","$1,590.00"
724,0.,$0.00,0,1846,Accessories,Laptop HP Victus 15-FA2013DX I5-13420H 8/512,USD,115,1,,$665.00,$665.00,$665.00
725,0.,$0.00,0,1842,Accessories,Samsung S25 Ultra 256/12,USD,116,1,,"$1,005.00","$1,005.00","$1,005.00"
726,0.,$0.00,1,767,Accessories,Samsung Galaxy A36 SM-A366B/DS 8gb | 256gba56,USD,116,1,,$283.00,$283.00,$283.00
727,0.,$0.00,0,1450,Accessories,Samsung Galaxy A07SM-A07F 4gb | 64gb,USD,117,2,,$164.00,$164.00,$82.00
728,0.,$0.00,0,1332,Accessories,Samsung Galaxy A07SM-A07F 6gb | 128gb,USD,117,1,,$110.00,$110.00,$110.00
729,0.,$0.00,0,1153,Accessories,Samsung Galaxy A26 8gb | 256gb,USD,117,1,,$220.00,$220.00,$220.00
730,0.,$0.00,1,767,Accessories,Samsung Galaxy A36 SM-A366B/DS 8gb | 256gba56,USD,117,1,,$284.00,$284.00,$284.00
731,0.,$0.00,0,768,Accessories,Samsung Galaxy A56 SM-A566B/DS 8gb | 256gb,USD,117,1,,$337.00,$337.00,$337.00
732,0.,$0.00,0,1842,Accessories,Samsung S25 Ultra 256/12,USD,118,1,,"$1,015.00","$1,015.00","$1,015.00"
733,0.,$0.00,1,1096,Accessories,Alfa Line,USD,119,2,,$15.54,$15.54,$7.77
734,0.,$0.00,0,917,Accessories,Terea Turquoise,USD,120,60,,$138.00,$138.00,$2.30
735,0.,$0.00,12,918,Accessories,Terea Silver,USD,120,20,,$46.00,$46.00,$2.30
736,0.,$0.00,5,923,Accessories,Terea Amber,USD,120,20,,$46.00,$46.00,$2.30
737,0.,$0.00,1,922,Accessories,Terea Purple,USD,120,20,,$46.00,$46.00,$2.30
738,0.,$0.00,4,1394,Accessories,Terea Summer Wave,USD,120,10,,$24.00,$24.00,$2.40
739,0.,$0.00,4,1393,Accessories,Terea Arbob Pearl,USD,120,10,,$24.00,$24.00,$2.40
740,0.,$0.00,0,1686,Accessories,"Tabe3 mebele 20,000LBP",usd,121,100,,$22.19,$22.19,$0.22
741,0.,$0.00,0,1687,Accessories,"Tabe3 mebele 50,000LBP",usd,121,150,,$82.29,$82.29,$0.55
742,0.,$0.00,0,1688,Accessories,"Tabe3 Mele 100,000LBP",usd,121,50,,$54.86,$54.86,$1.10
743,0.,$0.00,0,1327,Accessories,Iqos ILUMA I Midnight Black,USD,122,1,,$55.00,$55.00,$55.00
744,0.,$0.00,0,1421,Accessories,IQOS ILUMA I ONE MIDNIGHT BLACK,USD,122,1,,$30.00,$30.00,$30.00
745,0.,$0.00,0,1898,Accessories,60W / 10000 Bends / USB-C to USB-C PVC Cable / 1 Meter,USD,123,6,,$12.00,$12.00,$2.00
746,0.,$0.00,0,1899,Accessories,12W / 10000 Bends / USB-A to Micro PVC Cable / 1 Meter,USD,123,4,,$4.00,$4.00,$1.00
747,0.,$0.00,0,1900,Accessories,Led Lights / 10000 Bends / 4 in 1 Led Braided Cable / 60W / 1.2 Meter,USD,123,4,,$20.00,$20.00,$5.00
748,0.,$0.00,0,1901,Accessories,60W / 10000 Bends / 3 in 2 Braided Fast Charging Cable / 1.2 Meter,USD,123,3,,$12.00,$12.00,$4.00
749,0.,$0.00,1,1740,Accessories,Green Lion GL-stereo pro,USD,123,6,,$15.00,$15.00,$2.50
750,0.,$0.00,5,1748,Accessories,Green Lion stereo earphones type-c connector,USD,123,5,,$22.50,$22.50,$4.50
751,0.,$0.00,0,1904,Accessories,10000 Bends / USB-A to Lightning PVC Cable / 2 Meters,USD,123,4,,$10.00,$10.00,$2.50
752,0.,$0.00,0,1905,Accessories,10000 Bends / USB-A to USB-C / 2 Meters,USD,123,4,,$10.00,$10.00,$2.50
753,0.,$0.00,0,1906,Accessories,Lightning to Aux Braided Cable / 1 Meter,USD,123,4,,$14.00,$14.00,$3.50
754,0.,$0.00,0,1907,Accessories,USB-C to 3.5mm Aux Audio Cable / UPA26,USD,123,4,,$10.00,$10.00,$2.50
755,0.,$0.00,0,1908,Accessories,27W / 10000 Bends / USB-C to Lightning PVC Cable / 2 Meters,USD,123,4,,$10.00,$10.00,$2.50
756,0.,$0.00,0,1909,Accessories,25W PD Adapter USB-C Samsung White,USD,123,4,,$20.00,$20.00,$5.00
757,0.,$0.00,0,1910,Accessories,65W PD / Power Adapter Trio / USB-C 2Ports / USB-A Port,USD,123,3,,$13.50,$13.50,$4.50
758,0.,$0.00,1,111,Accessories,Apple Copy USB-C 25W Power Adapter,USD,123,4,,$8.00,$8.00,$2.00
759,0.,$0.00,0,1911,Accessories,Hoco 30W Dual Port USB-C / USB-A Z57A,USD,123,2,,$7.50,$7.50,$3.75
760,0.,$0.00,0,1912,Accessories,Porodo / Essential Pulse / Smart Watch / Black,USD,123,1,,$15.00,$15.00,$15.00
761,0.,$0.00,0,1913,Accessories,Porodo / Essential Pulse / Smart Watch / Pink,USD,123,1,,$15.00,$15.00,$15.00
762,0.,$0.00,0,1914,Accessories,Green Lion / Optima Smart Watch,USD,123,1,,$17.00,$17.00,$17.00
763,0.,$0.00,0,1915,Accessories,Green Lion / Galvin Smart Watch,USD,123,1,,$29.00,$29.00,$29.00
764,0.,$0.00,1,1749,Accessories,Porodo FWC048 Transparent 95W Car Charger,USD,123,3,,$16.50,$16.50,$5.50
765,0.,$0.00,0,1753,Accessories,Green Lion Compact Car Charger Dual Port Fast Charger 12W,USD,123,3,,$7.50,$7.50,$2.50
766,0.,$0.00,0,1916,Accessories,Clear Case iPhone 17,USD,123,10,,$6.50,$6.50,$0.65
767,0.,$0.00,0,1917,Accessories,Clear Case iPhone 17 Pro,USD,123,10,,$6.50,$6.50,$0.65
768,0.,$0.00,0,1918,Accessories,Clear Case iPhone 17 Pro Max,USD,123,6,,$3.90,$3.90,$0.65
769,0.,$0.00,0,1919,Accessories,Clear Case iPhone 17 Air,USD,123,10,,$6.50,$6.50,$0.65
770,0.,$0.00,0,1920,Accessories,Hoco / Speaker / Powerful Shocking 3D Sound / HC27,USD,123,1,,$11.50,$11.50,$11.50
771,0.,$0.00,0,1921,Accessories,Green Lion / Speaker / Pristone,USD,123,1,,$12.00,$12.00,$12.00
772,0.,$0.00,0,1650,Accessories,Green Lion / Speaker / Porto,USD,123,1,,$12.00,$12.00,$12.00
773,0.,$0.00,0,1922,Accessories,Green Lion / Moon Charge / 4 in 1 Wireless Charger,USD,123,1,,$20.00,$20.00,$20.00
774,0.,$0.00,0,1923,Accessories,AceFast / Portable Wireles Speaker / Waterproof,USD,123,2,,$28.00,$28.00,$14.00
775,0.,$0.00,0,1924,Accessories,Hoco / Old Fashion Speaker / Dual Microphones / BS63,USD,123,1,,$37.00,$37.00,$37.00
776,0.,$0.00,2,1835,Accessories,Caisles Privacy Protection iPhone 17,USD,123,9,,$9.00,$9.00,$1.00
777,0.,$0.00,2,1836,Accessories,Caisles Privacy Protection iPhone 17 Pro,USD,123,10,,$10.00,$10.00,$1.00
778,0.,$0.00,0,1837,Accessories,Caisles Privacy Protection iPhone 17 Pro Max,USD,123,10,,$10.00,$10.00,$1.00
779,0.,$0.00,0,1925,Accessories,Caisles Privacy Protection iPhone 17 Air,USD,123,10,,$10.00,$10.00,$1.00
780,0.,$0.00,7,1850,Accessories,Caisles Privacy Protection iPhone 16,USD,123,10,,$10.00,$10.00,$1.00
781,0.,$0.00,0,1833,Accessories,Caisles Privacy Protection iPhone 16 Pro,USD,123,10,,$10.00,$10.00,$1.00
782,0.,$0.00,1,1834,Accessories,Caisles Privacy Protection iPhone 16 Pro max,USD,123,10,,$10.00,$10.00,$1.00
783,0.,$0.00,0,1926,Accessories,Original Stanley,USD,123,2,,$16.00,$16.00,$8.00
784,0.,$0.00,0,1927,Accessories,Green Lion / Citrus Juicer / Dual Rotation / BPA Free,USD,123,1,,$13.00,$13.00,$13.00
785,0.,$0.00,0,1928,Accessories,Hoco / Car Holder / Clamp Arm One Click Opening / H78,USD,123,1,,$3.50,$3.50,$3.50
786,0.,$0.00,0,1929,Accessories,Hoco / Car Holder / Gravity Clamping / H80,USD,123,1,,$3.50,$3.50,$3.50
787,0.,$0.00,0,1930,Accessories,Hoco / Headphone / Cat Ear / Pink / W42,USD,123,1,,$8.00,$8.00,$8.00
788,0.,$0.00,0,1931,Accessories,Hoco / Headphone / Cat Ear / Blue / W42,USD,123,1,,$8.00,$8.00,$8.00
789,0.,$0.00,0,1096,Accessories,Alfa Line,USD,124,2,,$15.54,$15.54,$7.77
790,0.,$0.00,0,605,Accessories,Xiaomi Smart Mini TV Stick FHD Android TV,USD,125,2,,$68.00,$68.00,$34.00
791,0.,$0.00,17,918,Accessories,Terea Silver,USD,126,10,,$23.00,$23.00,$2.30
792,0.,$0.00,0,922,Accessories,Terea Purple,USD,126,20,,$46.00,$46.00,$2.30
793,0.,$0.00,0,1096,Accessories,Alfa Line,USD,127,2,,$15.54,$15.54,$7.77
794,0.,$0.00,0,593,Accessories,Kingston Data Traveler Exodia Onyx 256 GB USB 3.2,USD,128,2,,$36.00,$36.00,$18.00
795,0.,$0.00,35,1686,Accessories,"Tabe3 mebele 20,000LBP",usd,129,50,,$11.11,$11.11,$0.22
796,0.,$0.00,2,1687,Accessories,"Tabe3 mebele 50,000LBP",usd,129,50,,$27.77,$27.77,$0.56
797,0.,$0.00,25,1688,Accessories,"Tabe3 Mele 100,000LBP",usd,129,100,,$111.11,$111.11,$1.11
798,0.,$0.00,1,1096,Accessories,Alfa Line,USD,130,2,,$15.54,$15.54,$7.77
799,0.,$0.00,21,918,Accessories,Terea Silver,USD,131,10,,$23.00,$23.00,$2.30
800,0.,$0.00,15,924,Accessories,Terea Sienna,USD,131,10,,$23.00,$23.00,$2.30
801,0.,$0.00,0,922,Accessories,Terea Purple,USD,131,30,,$69.00,$69.00,$2.30
802,0.,$0.00,23,917,Accessories,Terea Turquoise,USD,131,30,,$69.00,$69.00,$2.30
803,0.,$0.00,1,926,Accessories,Blends Purple Aroma,USD,131,10,,$9.60,$9.60,$0.96
804,0.,$0.00,10,118,Accessories,Apple Original USB-C 20W Power Adapter,USD,132,5,,$85.00,$85.00,$17.00
805,0.,$0.00,2,119,Accessories,Apple Original USB-C to USB-C Charge Cable (1m),USD,132,6,,$54.00,$54.00,$9.00
806,0.,$0.00,2,120,Accessories,Apple Original USB-C to Lightning Cable 1m,USD,132,6,,$54.00,$54.00,$9.00
807,0.,$0.00,0,593,Accessories,Kingston Data Traveler Exodia Onyx 256 GB USB 3.2,USD,132,2,,$40.00,$40.00,$20.00
808,0.,$0.00,0,592,Accessories,Kingston Data Traveler Exodia Onyx 128 GB USB 3.2,USD,132,2,,$18.00,$18.00,$9.00
809,0.,$0.00,0,1932,Accessories,Caisles Clear Protection iPhone 17 Pro Max HD Glass,USD,132,6,,$6.00,$6.00,$1.00
810,0.,$0.00,0,1933,Accessories,Caisles Clear Protection iPhone 16 Pro Max HD Glass,USD,132,6,,$6.00,$6.00,$1.00
811,0.,$0.00,0,1934,Accessories,Caisles Clear Protection iPhone 17 Pro HD Glass,USD,132,6,,$6.00,$6.00,$1.00
812,0.,$0.00,0,1935,Accessories,Hoco Mouse 2.4G Wireless BT Dual Mode Mouse DI04 Plus,USD,132,2,,$8.00,$8.00,$4.00
813,0.,$0.00,0,1936,Accessories,Hoco Mouse Confortable Grip Wired Mouse GM50,USD,132,2,,$6.00,$6.00,$3.00
814,0.,$0.00,0,1937,Accessories,Green Lion Shadow RGB ANC Gaming Headset,USD,132,1,,$21.00,$21.00,$21.00
815,0.,$0.00,0,1938,Accessories,Porodo Soundtec Vintage Wireless ENC Headphone Black,USD,132,1,,$12.00,$12.00,$12.00
816,0.,$0.00,0,1939,Accessories,Porodo Soundtec Vintage Wireless ENC Headphone Black/Silver,USD,132,1,,$11.00,$11.00,$11.00
817,0.,$0.00,0,1940,Accessories,Porodo Soundtec Clap ANC Wireless Headphone,USD,132,1,,$18.00,$18.00,$18.00
818,0.,$0.00,0,1941,Accessories,Porodo Soundtec Primo Wireless Headphone ENC & Low-Latency Gaming Mode,USD,132,1,,$11.00,$11.00,$11.00
819,0.,$0.00,0,1942,Accessories,Porodo 6 in 1 Keyboard & Mouse Set,USD,132,1,,$18.00,$18.00,$18.00
820,0.,$0.00,0,1943,Accessories,60W / 10000 Bends / USB-C to USB-C Braided Cable / 1 Meter,USD,132,2,,$4.50,$4.50,$2.25
821,0.,$0.00,0,1944,Accessories,Led Indicator / 10000 Bends / Led Braided Cable / USB-C to USB-C / 60W,USD,132,4,,$15.00,$15.00,$3.75
822,0.,$0.00,8,1445,Accessories,Clear Case Samsung A26 / A17,USD,132,10,,$6.50,$6.50,$0.65
823,0.,$0.00,0,1945,Accessories,MoXoM Extendable Holder StrongMan MX-VS27,USD,132,1,,$5.00,$5.00,$5.00
824,0.,$0.00,0,1946,Accessories,Porodo Flexible Arm Magnetic Car Mount Adjustable Positioning,USD,132,2,,$14.00,$14.00,$7.00
825,0.,$0.00,0,1950,Accessories,New MagSafe Case iPhone 17 Camera Control,USD,132,11,,$60.50,$60.50,$5.50
826,0.,$0.00,0,1951,Accessories,New MagSafe Case iPhone 17 Pro Camera Control,USD,132,9,,$49.50,$49.50,$5.50
827,0.,$0.00,0,1952,Accessories,New MagSafe Case iPhone 17 Pro Max Camera Control,USD,132,7,,$38.50,$38.50,$5.50
828,0.,$0.00,0,1947,Accessories,Green Lion / Fire Flame Windproof Lighter / Agjustable Knob,USD,132,1,,$10.00,$10.00,$10.00
829,0.,$0.00,0,1948,Accessories,Green Lion / Travel Mate Luggage Scale,USD,132,1,,$10.00,$10.00,$10.00
830,0.,$0.00,0,1949,Accessories,Porodo Dual Lightning Selfie Stick Remote Shutter 4-Leg Base,USD,132,1,,$13.50,$13.50,$13.50
831,0.,$0.00,8,1825,Accessories,OG Full Glue Clear Protection iPhone 16,USD,132,20,,$7.00,$7.00,$0.35
832,0.,$0.00,0,1953,Accessories,Odora Reed Diffuser,USD,133,8,,$24.00,$24.00,$3.00
833,0.,$0.00,0,1954,Accessories,Deo Group premium Diffuser,USD,133,2,,$30.00,$30.00,$15.00
834,0.,$0.00,3,922,Accessories,Terea Purple,USD,134,30,,$78.00,$78.00,$2.60
835,0.,$0.00,35,917,Accessories,Terea Turquoise,USD,134,30,,$78.00,$78.00,$2.60
836,0.,$0.00,13,918,Accessories,Terea Silver,USD,134,20,,$48.00,$48.00,$2.40
837,0.,$0.00,3,919,Accessories,Terea Yellow,USD,134,10,,$24.00,$24.00,$2.40
838,0.,$0.00,45,1686,Accessories,"Tabe3 mebele 20,000LBP",usd,135,50,,$11.11,$11.11,$0.22
839,0.,$0.00,0,1687,Accessories,"Tabe3 mebele 50,000LBP",usd,135,100,,$55.55,$55.55,$0.56
840,0.,$0.00,25,1688,Accessories,"Tabe3 Mele 100,000LBP",usd,135,100,,$111.11,$111.11,$1.11
841,0.,$0.00,1,1096,Accessories,Alfa Line,USD,136,2,,$15.54,$15.54,$7.77
842,0.,$0.00,1,1096,Accessories,Alfa Line,USD,137,2,,$15.54,$15.54,$7.77
843,0.,$0.00,0,768,Accessories,Samsung Galaxy A56 SM-A566B/DS 8gb | 256gb,USD,138,1,,$370.00,$370.00,$370.00
844,0.,$0.00,0,1685,Accessories,Samsung Galaxy A17 SM-A175F 6gb | 128gbA26,USD,138,2,,$320.00,$320.00,$160.00
845,0.,$0.00,0,1412,Accessories,Samsung Galaxy A17 SM-A175F 8gb | 256gb,USD,138,2,,$392.00,$392.00,$196.00
846,0.,$0.00,23,1686,Accessories,"Tabe3 mebele 20,000LBP",usd,139,50,,$10.97,$10.97,$0.22
847,0.,$0.00,42,1687,Accessories,"Tabe3 mebele 50,000LBP",usd,139,150,,$82.29,$82.29,$0.55
848,0.,$0.00,0,120,Accessories,Apple Original USB-C to Lightning Cable 1m,USD,140,5,,$45.00,$45.00,$9.00
849,0.,$0.00,0,452,Accessories,Samsung Original Charger 25W PD,USD,140,5,,$42.50,$42.50,$8.50
850,0.,$0.00,0,1306,Accessories,Samsung Original Charger 45W PD Adapter C to C 5A 1.8m,USD,140,5,,$105.00,$105.00,$21.00
851,0.,$0.00,0,1955,Accessories,New USB-C to Jack 3.5,USD,140,5,,$35.00,$35.00,$7.00
852,0.,$0.00,0,1956,Accessories,New Lightning to Jack 3.5,USD,140,5,,$35.00,$35.00,$7.00
853,0.,$0.00,0,1957,Accessories,Foneng USB-C Fast Charger 45W EU62,USD,140,5,,$23.75,$23.75,$4.75
854,0.,$0.00,0,1958,Accessories,Foneng Single USB Fast Charger 18W EU54,USD,140,3,,$6.75,$6.75,$2.25
855,0.,$0.00,0,1959,Accessories,Foneng Audio Cable USB-C to Jack BM31,USD,140,6,,$21.00,$21.00,$3.50
856,0.,$0.00,0,1960,Accessories,Foneng Audio Cable Lightning to Jack BM31,USD,140,5,,$17.50,$17.50,$3.50
857,0.,$0.00,0,1961,Accessories,Kakusiga USB-C to USB-A OTG Adapter KSC-1420,USD,140,3,,$5.25,$5.25,$1.75
858,0.,$0.00,0,1962,Accessories,Green Lion Stereo X90 Earphones,USD,140,4,,$16.00,$16.00,$4.00
859,0.,$0.00,0,1963,Accessories,Hoco Power Bank 20000 mah J159A,USD,140,1,,$11.00,$11.00,$11.00
860,0.,$0.00,0,1964,Accessories,Foneng Power Bank Fast Charging 30000 mah GT300,USD,140,1,,$19.00,$19.00,$19.00
861,0.,$0.00,0,1965,Accessories,Foneng Power Bank Fast Charging 40000 mah P64,USD,140,1,,$19.00,$19.00,$19.00
862,0.,$0.00,0,1640,Accessories,Green Lion Earbuds Pro 3 G-Pro 3,USD,140,1,,$14.00,$14.00,$14.00
863,0.,$0.00,0,1645,Accessories,Green Lion Earbuds 4 GBUD4-G1,USD,140,1,,$11.00,$11.00,$11.00
864,0.,$0.00,0,1735,Accessories,Green Lion Earbuds 4 Anc white,USD,140,1,,$12.00,$12.00,$12.00
865,0.,$0.00,0,1966,Accessories,Green Lion Earbuds 3 White,USD,140,1,,$9.00,$9.00,$9.00
866,0.,$0.00,0,1967,Accessories,Caisles Clear Protection iPhone 13 Pro Max,USD,140,10,,$8.50,$8.50,$0.85
867,0.,$0.00,0,1968,Accessories,Caisles Clear Protection iPhone 13 / 13 Pro / 14,USD,140,10,,$8.50,$8.50,$0.85
868,0.,$0.00,0,1969,Accessories,OG Full Glue - Clear Protection A54 S23,USD,140,10,,$3.50,$3.50,$0.35
869,0.,$0.00,0,1970,Accessories,OG Full Glue - Clear Protection A36 A56 S24 FE,USD,140,10,,$3.50,$3.50,$0.35
870,0.,$0.00,0,1971,Accessories,Hoco G14 Clear Protection iPhone 17 Pro Max,USD,140,10,,$8.50,$8.50,$0.85
871,0.,$0.00,0,1972,Accessories,Lito Clear Protection iPhone 12 Pro Max,USD,140,10,,$10.00,$10.00,$1.00
872,0.,$0.00,0,1973,Accessories,Lito Clear Protection iPhone 12 / 12 Pro,USD,140,10,,$10.00,$10.00,$1.00
873,0.,$0.00,0,1974,Accessories,Lito Clear Protection iPhone 15,USD,140,10,,$10.00,$10.00,$1.00
874,0.,$0.00,0,418,Accessories,PS5 DualSense Controller Original,USD,141,2,,$128.00,$128.00,$64.00
875,0.,$0.00,0,1180,Accessories,Delia Classic Gold,USD,142,10,,$17.10,$17.10,$1.71
876,0.,$0.00,0,1179,Accessories,Delia Classic Silver,USD,142,10,,$17.10,$17.10,$1.71
877,0.,$0.00,0,931,Accessories,Blends Mellow Classics,USD,142,10,,$9.60,$9.60,$0.96
878,0.,$0.00,11,917,Accessories,Terea Turquoise,USD,142,30,,$75.60,$75.60,$2.52
879,0.,$0.00,25,922,Accessories,Terea Purple,USD,142,10,,$25.20,$25.20,$2.52
880,0.,$0.00,23,918,Accessories,Terea Silver,USD,142,20,,$48.40,$48.40,$2.42
881,0.,$0.00,0,920,Accessories,Terea Sun Pearl,USD,142,20,,$48.40,$48.40,$2.42
882,0.,$0.00,0,921,Accessories,Terea Oasis Pearl,USD,142,30,,$84.00,$84.00,$2.80
883,0.,$0.00,13,923,Accessories,Terea Amber,USD,142,10,,$25.20,$25.20,$2.52
884,0.,$0.00,0,1976,Accessories,SamFire Case iPhone 13/14,USD,143,10,,$30.00,$30.00,$3.00
885,0.,$0.00,0,1977,Accessories,SamFire Case iPhone 14 Pro,USD,143,10,,$30.00,$30.00,$3.00
886,0.,$0.00,0,1978,Accessories,SamFire Case iPhone 14 Pro Max,USD,143,10,,$30.00,$30.00,$3.00
887,0.,$0.00,0,1979,Accessories,SamFire Case iPhone 15,USD,143,10,,$30.00,$30.00,$3.00
888,0.,$0.00,0,1980,Accessories,SamFire Case iPhone 15 Pro,USD,143,10,,$30.00,$30.00,$3.00
889,0.,$0.00,0,1981,Accessories,SamFire Case iPhone 15 Pro Max,USD,143,10,,$30.00,$30.00,$3.00
890,0.,$0.00,0,1982,Accessories,SamFire Case iPhone 16,USD,143,10,,$30.00,$30.00,$3.00
891,0.,$0.00,0,1983,Accessories,SamFire Case iPhone 16 Pro,USD,143,10,,$30.00,$30.00,$3.00
892,0.,$0.00,0,1984,Accessories,SamFire Case iPhone 16 Pro Max,USD,143,10,,$30.00,$30.00,$3.00
893,0.,$0.00,0,1985,Accessories,SamFire Case iPhone 17,USD,143,10,,$30.00,$30.00,$3.00
